,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_type,fuel_usage,net_gen
9634,57889,KODE Novus II,DeWind Co.,56627,OK,WSC,WT,WND,99674.35,38767.0
9635,57890,"Horse Butte Wind I, LLC",Utah Associated Mun Power Sys,40575,ID,MTN,WT,WND,471554.869,183405.0
9636,57891,Guernsey Solar Station,Pacific Gas & Electric Co.,14328,CA,PACC,PV,SUN,107528.948,41822.0
9637,57892,Gates Solar Station,Pacific Gas & Electric Co.,14328,CA,PACC,PV,SUN,79756.361,31020.0
9638,57893,Martinsville LFG Generator,City of Martinsville - (VA),11770,VA,SAT,IC,LFG,10216.458,2796.487
9639,57893,Martinsville LFG Generator,City of Martinsville - (VA),11770,VA,SAT,IC,NG,8358.387,2302.513
9640,57895,Improvement Dst No. 4,Kern County Water Agency,57262,CA,PACC,PV,SUN,1401.466,545.0
9641,57896,Concord Energy,Concord Energy LLC,57258,NC,SAT,GT,DFO,0.0,0.0
9642,57896,Concord Energy,Concord Energy LLC,57258,NC,SAT,GT,LFG,269027.227,60449.0
9643,57897,Richmond Energy,Richmond Energy LLC,57259,VA,SAT,IC,LFG,19295.213,4531.0
9644,57897,Richmond Energy,Richmond Energy LLC,57259,VA,SAT,IC,NG,0.0,0.0
9645,57898,Palm Beach Renewable Energy Facility 2,Solid Waste Authority of Palm Beach Co,17445,FL,SAT,ST,MSB,1206893.043,241548.01
9646,57898,Palm Beach Renewable Energy Facility 2,Solid Waste Authority of Palm Beach Co,17445,FL,SAT,ST,MSN,1475055.124,295218.11
9647,57898,Palm Beach Renewable Energy Facility 2,Solid Waste Authority of Palm Beach Co,17445,FL,SAT,ST,NG,35684.92,7017.877
9648,57899,Hurricane City Power,Hurricane City Power,9128,UT,MTN,IC,DFO,616.035,186.456
9649,57899,Hurricane City Power,Hurricane City Power,9128,UT,MTN,IC,NG,15349.89,4646.544
9650,57900,Solar Photovoltaic Project #48,Southern California Edison Co,17609,CA,PACC,PV,SUN,16002.267,6224.0
9651,57901,El Segundo Energy Center LLC,NRG El Segundo Operations Inc,13584,CA,PACC,CA,NG,0.0,105645.0
9652,57901,El Segundo Energy Center LLC,NRG El Segundo Operations Inc,13584,CA,PACC,CT,NG,1042853.546,290111.0
9653,57902,Fighting Creek LFGTE Plant,Kootenai Electric Cooperative Inc,57272,ID,MTN,IC,LFG,55571.55,17845.0
9654,57903,SMMPA Methane Energy Facility,Southern Minnesota Mun P Agny,40580,MN,WNC,IC,LFG,16291.235,5824.0
9655,57904,San Antonio West Solar Rooftop,SS San Antonio West LLC,57273,CA,PACC,PV,SUN,6283.737,2444.0
9656,57908,Central Utility Plant Cincinnati,University of Cincinnati,57281,OH,ENC,CA,DFO,0.0,38.188
9657,57908,Central Utility Plant Cincinnati,University of Cincinnati,57281,OH,ENC,CA,NG,31381.171,19786.672
9658,57908,Central Utility Plant Cincinnati,University of Cincinnati,57281,OH,ENC,CT,DFO,428.47,232.062
9659,57908,Central Utility Plant Cincinnati,University of Cincinnati,57281,OH,ENC,CT,NG,276145.63,174116.71
9660,57908,Central Utility Plant Cincinnati,University of Cincinnati,57281,OH,ENC,IC,DFO,30.479,19.6
9661,57909,Piedmont Green Power,Piedmont Green Power LLC,57282,GA,SAT,ST,OBL,3531.799,929.727
9662,57909,Piedmont Green Power,Piedmont Green Power LLC,57282,GA,SAT,ST,WDS,1373571.646,360726.27
9663,57910,Centennial Generating Station,City of Moorhead - (MN),12894,MN,WNC,IC,DFO,148.001,-226.0
9664,57911,Roseburg LFG,Roseburg LFG Energy LLC,57285,OR,PACC,IC,LFG,30868.297,10285.0
9665,57912,Grand Ridge Solar Farm,Invenergy Services LLC,49893,IL,ENC,PV,SUN,77356.988,30087.0
9666,57913,Tule Wind LLC,Avangrid Renewables LLC,15399,CA,PACC,WT,WND,875957.191,340692.0
9667,57914,Sidney MT Plant,Sidney Sugars Incorporated,57296,MT,MTN,ST,LIG,10460.586,6276.615
9668,57914,Sidney MT Plant,Sidney Sugars Incorporated,57296,MT,MTN,ST,NG,4770.318,2862.385
9669,57914,Sidney MT Plant,Sidney Sugars Incorporated,57296,MT,MTN,ST,PG,0.0,0.0
9670,57914,Sidney MT Plant,Sidney Sugars Incorporated,57296,MT,MTN,ST,WDS,0.0,0.0
9671,57915,Genesis Alkali,"Genesis Alkali, LLC",61167,WY,MTN,ST,NG,83292.557,65803.91
9672,57915,Genesis Alkali,"Genesis Alkali, LLC",61167,WY,MTN,ST,SUB,185862.156,146837.09
9673,57916,Spreckels Sugar Company,Spreckels Sugar Company,57299,CA,PACC,ST,BIT,0.0,0.0
9674,57916,Spreckels Sugar Company,Spreckels Sugar Company,57299,CA,PACC,ST,NG,30540.35,22811.49
9675,57919,Sonoco Products Co,Sonoco Products Co,57302,SC,SAT,ST,BIT,0.0,0.0
9676,57919,Sonoco Products Co,Sonoco Products Co,57302,SC,SAT,ST,NG,34801.017,24060.45
9677,57919,Sonoco Products Co,Sonoco Products Co,57302,SC,SAT,ST,WDS,120872.474,83969.55
9678,57927,Baffin Wind,Avangrid Renewables LLC,15399,TX,WSC,WT,WND,1413227.386,549656.0
9679,57928,SIUC,Southern Illinois University Carbondale,57306,IL,ENC,IC,DFO,0.0,0.0
9680,57928,SIUC,Southern Illinois University Carbondale,57306,IL,ENC,ST,BIT,16305.009,6621.0
9681,57928,SIUC,Southern Illinois University Carbondale,57306,IL,ENC,ST,NG,0.0,0.0
9682,57929,East Campus Utility Plant,University of Cincinnati,57281,OH,ENC,IC,DFO,165.585,51.94
9683,57929,East Campus Utility Plant,University of Cincinnati,57281,OH,ENC,IC,OBL,0.0,0.0
9684,57929,East Campus Utility Plant,University of Cincinnati,57281,OH,ENC,ST,BIT,0.0,0.0
9685,57929,East Campus Utility Plant,University of Cincinnati,57281,OH,ENC,ST,DFO,0.0,0.0
9686,57929,East Campus Utility Plant,University of Cincinnati,57281,OH,ENC,ST,NG,0.0,0.0
9687,57930,FRB Solar Farm,FRB Solar LLC,61055,AZ,MTN,PV,SUN,100.523,39.0
9688,57931,Holyoke Solar Cooperative at Mueller,Holyoke Solar LLC,57309,MA,NEW,PV,SUN,10538.836,4099.0
9689,57933,Solar Star California II LLC,Solar Star California II LLC,58101,CA,PACC,PV,SUN,9379.153,3648.0
9690,57934,Douglas Solar,Consolidated Edison Development Inc.,56769,MA,NEW,PV,SUN,8168.184,3177.0
9691,57935,Eva Creek Wind,Golden Valley Elec Assn Inc,7353,AK,PACN,WT,WND,118498.305,46088.0
9692,57937,Western Sugar Coop - Scottsbluff,Western Sugar Cooperative,57315,NE,WNC,ST,SUB,600844.93,25908.0
9693,57938,ADA Carbon Solutions Red River,"ADA Carbon Solutions (Red River), LLC",57314,LA,WSC,ST,NG,0.0,0.0
9694,57938,ADA Carbon Solutions Red River,"ADA Carbon Solutions (Red River), LLC",57314,LA,WSC,ST,WH,215644.331,83872.0
9695,57939,Walmart Casa Grande,Tesla Inc.,60947,AZ,MTN,PV,SUN,5551.352,2159.0
9696,57940,Wausau Paper Middletown,Wausau Paper Middletown,57317,OH,ENC,ST,BIT,0.0,0.0
9697,57940,Wausau Paper Middletown,Wausau Paper Middletown,57317,OH,ENC,ST,DFO,0.0,0.0
9698,57941,Town of Uxbridge MA at Commerce Dr,Constellation Solar Net Metering LLC,57318,MA,NEW,PV,SUN,7301.573,2840.0
9699,57942,Town of Norfolk MA at Medway Branch,Constellation Solar Massachusetts LLC,57319,MA,NEW,PV,SUN,5144.863,2001.0
9700,57943,Lonesome Creek Station,Basin Electric Power Coop,1307,ND,WNC,GT,NG,2303526.889,784053.0
9701,57945,Berkeley County Landfill,South Carolina Public Service Authority,17543,SC,SAT,IC,LFG,18617.633,3925.0
9702,57946,Fredericktown Energy Center,Missouri Jnt Muni.Pwr Elec. Ut. Comm.,12670,MO,WNC,GT,NG,6464.855,2172.0
9703,57947,Macho Springs Power I,Capital Power Corporation,59365,NM,MTN,WT,WND,331894.195,129086.0
9704,57948,NJ Oak Solar Plant,NJR Clean Energy Ventures Corporation,56990,NJ,MAT,PV,SUN,33876.378,13176.0
9705,57949,MSC Sebewaing,Michigan Sugar Company,57324,MI,ENC,ST,BIT,2503.706,751.139
9706,57949,MSC Sebewaing,Michigan Sugar Company,57324,MI,ENC,ST,NG,1632.992,489.861
9707,57950,MSC Croswell,Michigan Sugar Company,57324,MI,ENC,ST,BIT,0.0,0.0
9708,57950,MSC Croswell,Michigan Sugar Company,57324,MI,ENC,ST,NG,586.728,172.22
9709,57951,Shore Point Solar,Shore Point Solar LLC,57328,NJ,MAT,PV,SUN,2700.65,1050.39
9710,57952,Woodall Gas Plant,Energy Transfer Field Services LLC,59344,TX,WSC,IC,NG,25835.973,6314.14
9711,57953,Roquette America,Roquette America,57332,IA,WNC,CA,NG,0.0,0.0
9712,57953,Roquette America,Roquette America,57332,IA,WNC,CT,NG,47193.528,40588.0
9713,57953,Roquette America,Roquette America,57332,IA,WNC,ST,BIT,37587.537,32326.48
9714,57953,Roquette America,Roquette America,57332,IA,WNC,ST,PC,83466.934,71784.52
9715,57953,Roquette America,Roquette America,57332,IA,WNC,ST,SUB,0.0,0.0
9716,57956,"Minco Wind II, LLC","FPLE Wind, LLC",56925,OK,WSC,WT,WND,868145.968,337654.0
9717,57959,Desert Green Solar Farm LLC,Invenergy Services LLC,49893,CA,PACC,PV,SUN,35123.982,13661.0
9718,57962,Brookfield Tehachapi 1,Consolidated Edison Development Inc.,56769,CA,PACC,WT,WND,644415.806,250637.0
9719,57963,Musselshell Wind Project,Musselshell Wind Project LLC,57333,MT,MTN,WT,WND,66990.185,26055.0
9720,57964,Shady Oaks Wind Farm,Algonquin Power Co,59050,IL,ENC,WT,WND,821917.523,319674.0
9721,57965,Musselshell Wind Project Two LLC,Musselshell Wind Project Two LLC,57338,MT,MTN,WT,WND,79365.404,30868.0
9722,57966,Southeast Steam Plant,Veolia Energy,57341,MN,WNC,ST,DFO,0.0,0.0
9723,57966,Southeast Steam Plant,Veolia Energy,57341,MN,WNC,ST,NG,4090.1,535.224
9724,57966,Southeast Steam Plant,Veolia Energy,57341,MN,WNC,ST,SUB,259.954,31.776
9725,57968,Cashton Greens Wind Farm,Cashton Greens Wind Farm LLC,57340,WI,ENC,WT,WND,28981.505,11272.0
9726,57969,Darrington,Hampton Lumber Mills - Washington Inc,57344,WA,PACC,ST,WDS,23337.835,16337.0
9727,57970,Butte College Main Campus Solar,Butte-Glenn Community College District,57345,CA,PACC,PV,SUN,15989.371,6219.0
9728,57971,SF Southeast Cogen Plant,City & County of San Francisco,16612,CA,PACC,IC,OBG,2943.02,672.0
9729,57973,Spinning Spur Wind LLC,"EDF Renewable Asset Holdings, Inc.",57170,TX,WSC,WT,WND,1625961.228,632396.0
9730,57974,Bobcat Bluff Wind Project LLC,"EDF Renewable Asset Holdings, Inc.",57170,TX,WSC,WT,WND,1419504.089,552097.0
9731,57975,Spearville 3 LLC,"EDF Renewable Asset Holdings, Inc.",57170,KS,WNC,WT,WND,1063911.288,413794.0
9732,57976,Pocahontas Prairie Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,WND,263749.896,102582.0
9733,57977,High Sierra Cogeneration Plant,Plumas Sierra Rural Electric Coop,57353,CA,PACC,IC,NG,61201.445,31140.0
9734,57978,Lodi Energy Center,Northern California Power Agny,40613,CA,PACC,CA,NG,0.0,244719.0
9735,57978,Lodi Energy Center,Northern California Power Agny,40613,CA,PACC,CT,NG,1484551.213,461371.0
9736,57979,Kingdom Community Wind,Green Mountain Power Corp,7601,VT,NEW,WT,WND,433936.852,168774.0
9737,57980,Busch Ranch Wind Energy Farm,"Black Hills Colorado Electric, LLC",56146,CO,MTN,WT,WND,235071.719,91428.0
9738,57981,Senate Wind LLC,Algonquin Power Co,59050,TX,WSC,WT,WND,1290122.297,501776.0
9739,57982,Meridian Vineyards,CleanCapital,62060,CA,PACC,PV,SUN,3897.845,1516.0
9740,57983,Stephens Ranch Wind Energy LLC,Stephens Ranch Wind Energy LLC,57355,TX,WSC,WT,WND,3493275.568,1358663.0
9741,57984,Lake Winds Energy Park,Consumers Energy Co,4254,MI,ENC,WT,WND,702916.308,273390.0
9742,57985,SunE EPE2 LLC,SunE EPE2 LLC,57361,NM,MTN,PV,SUN,80229.085,31204.0
9743,57986,SunE EPE1 LLC,SunE EPE1 LLC,57360,NM,MTN,PV,SUN,58852.481,22890.0
9744,57987,Canadian Hills Wind,Canadian Hills Wind LLC,57363,OK,WSC,WT,WND,2324933.679,904252.0
9745,57988,Lincoln Landfill,Energy 2001 Inc,57362,CA,PACC,IC,LFG,100798.864,29012.0
9746,57989,Groveland Solar,Consolidated Edison Development Inc.,56769,MA,NEW,PV,SUN,11886.376,4623.0
9747,57990,Shrewsbury Solar,Consolidated Edison Development Inc.,56769,MA,NEW,PV,SUN,11156.629,4339.0
9748,57991,Highland North Wind Farm,Longroad Energy Services 2,63800,PA,MAT,WT,WND,507080.358,197222.0
9749,57992,Boston Scientific Solar,Consolidated Edison Solutions Inc,57365,MA,NEW,PV,SUN,4013.022,1561.0
9750,57993,"Desert Sunlight 300, LLC","NextEra Energy Desert Sunlight 300, LLC",58289,CA,PACC,PV,SUN,1692979.548,658462.0
9751,57994,Apple Data Center PV,"Apple, Inc",57369,NC,SAT,PV,SUN,82812.799,32209.0
9752,57995,NaturEner Rim Rock Energy,NaturEner Rim Rock Energy LLC,57370,MT,MTN,WT,WND,1814138.938,705585.0
9753,57996,Auwahi Wind Energy Hybrid,Auwahi Wind Energy LLC,57372,HI,PACN,BA,MWH,0.0,-118.0
9754,57996,Auwahi Wind Energy Hybrid,Auwahi Wind Energy LLC,57372,HI,PACN,WT,WND,234438.979,91182.0
9755,57997,Foothills Solar Plant Hybrid,Arizona Public Service Co,803,AZ,MTN,PV,SUN,251521.505,97826.0
9756,57998,Twin Ridges Wind Farm,Longroad Energy Services 2,63800,PA,MAT,WT,WND,1071362.327,416692.0
9757,57999,Patton Wind Farm,Longroad Energy Services 2,63800,PA,MAT,WT,WND,203601.162,79188.0
9758,58000,"Anacacho Wind Farm, LLC",RWE Renewables Americas LLC,56215,TX,WSC,WT,WND,821161.693,319380.0
9759,58001,Panda Temple Power Station,PPG - O&M Panda Temple Power LLC,57377,TX,WSC,CA,NG,839145.706,2283399.0
9760,58001,Panda Temple Power Station,PPG - O&M Panda Temple Power LLC,57377,TX,WSC,CT,NG,10688910.638,3149844.0
9761,58002,Alpaugh North,Consolidated Edison Development Inc.,56769,CA,PACC,PV,SUN,115746.075,45018.0
9762,58003,Alpaugh 50,Consolidated Edison Development Inc.,56769,CA,PACC,PV,SUN,334482.012,130092.0
9763,58004,Granite Reliable Power,Granite Reliable Power,57378,NH,NEW,WT,WND,605069.842,235334.0
9764,58005,Panda Sherman Power Station,PPG - O&M Panda Sherman Power LLC,57379,TX,WSC,CA,NG,530174.065,1170741.0
9765,58005,Panda Sherman Power Station,PPG - O&M Panda Sherman Power LLC,57379,TX,WSC,CT,NG,5217686.109,1535178.0
9766,58006,Salt Palace Solar Gen Plant,Wasatch View Solar LLC,57383,UT,MTN,PV,SUN,5334.48,2075.04
9767,58007,Brea Expansion Plant,Brea Power II,57384,CA,PACC,CA,LFG,0.0,70203.75
9768,58007,Brea Expansion Plant,Brea Power II,57384,CA,PACC,CT,LFG,686065.601,183655.92
9769,58008,California Ridge Wind Energy LLC,SunEdison LLC,59139,IL,ENC,WT,WND,1730554.19,673076.0
9770,58009,SunE CPS3 LLC,SunE CPS3 LLC,57386,TX,WSC,PV,SUN,44593.401,17344.0
9771,58010,WSMR I,Siemens Government Technologies Inc,57390,NM,MTN,PV,SUN,16403.774,6380.0
9772,58011,IKEA Savannah 490,IKEA Property Inc,57389,GA,SAT,PV,SUN,4095.668,1593.0
9773,58012,IKEA Tampa 042,IKEA Property Inc,57389,FL,SAT,PV,SUN,2908.144,1131.0
9774,58013,IKEA Round Rock 027,IKEA Property Inc,57389,TX,WSC,PV,SUN,2273.059,884.0
9775,58014,IKEA Perryville 460,IKEA Property Inc,57389,MD,SAT,PV,SUN,7754.367,3016.0
9776,58015,IKEA College Park 411,IKEA Property Inc,57389,MD,SAT,PV,SUN,3476.409,1352.0
9777,58016,IKEA Westhampton 061,IKEA Property Inc,57389,NJ,MAT,PV,SUN,5659.495,2201.0
9778,58017,Copper Mountain Solar 2,Consolidated Edison Development Inc.,56769,NV,MTN,PV,SUN,955343.11,371568.0
9779,58018,Shooting Star,"Shooting Star Power Partners, LLC",57395,KS,WNC,WT,WND,1129775.201,439411.0
9780,58019,High Mesa,"High Mesa Energy, LLC",57396,ID,MTN,WT,WND,238148.379,92624.75
9781,58020,Beebe 1A,"Beebe Renewable Energy, LLC",57397,MI,ENC,WT,WND,568179.814,220986.0
9782,58021,Whitetail,"Whitetail Wind Energy, LLC",57398,TX,WSC,WT,WND,617251.928,240072.0
9783,58022,Neal Hot Springs Geothermal Project,US Geothermal Inc.,50147,OR,PACC,BT,GEO,493913.261,192101.0
9784,58024,St Joseph Landfill Generating Station,Evergy Missouri West,56211,MO,WNC,IC,LFG,39809.895,10197.0
9785,58025,Mt Wachusett Community College,Mt Wachusett Community College,57401,MA,NEW,WT,WND,12454.641,4844.07
9786,58026,Spruce Mountain WInd,Spruce Mountain Wind LLC,57402,ME,NEW,WT,WND,143625.046,55861.0
9787,58027,SunE CPS2 LLC,SunE CPS2 LLC,57403,TX,WSC,PV,SUN,42302.464,16453.0
9788,58028,IKEA Tejon 345,IKEA Property Inc,57389,CA,PACC,PV,SUN,4591.838,1786.0
9789,58029,Constellation New Energy Inc,Constellation Solar Federal LLC,57311,NJ,MAT,PV,SUN,15619.223,6075.0
9790,58030,Reeves Station Rd East,NJR Clean Energy Ventures Corporation,56990,NJ,MAT,PV,SUN,20725.693,8061.0
9791,58032,Padelford Solar,Consolidated Edison Solutions Inc,57365,MA,NEW,PV,SUN,9042.415,3517.0
9792,58034,Nickel 1 Solar Facility,"Altus Power America Management, LLC",60281,CA,PACC,PV,SUN,5895.711,2293.0
9793,58035,Block Island Wind Farm,Deepwater Wind Block Island LLC,57406,RI,NEW,WS,WND,309121.693,120229.0
9794,58036,Riverside Renewable Energy LLC,Riverside Renewable Energy,57407,NJ,MAT,PV,SUN,26117.321,10158.0
9795,58037,Buckeye Union HS District 201,Constellation Solar Arizona LLC,57408,AZ,MTN,PV,SUN,19047.275,7408.0
9796,58038,Buffalo Center Wind LLC,Buffalo Center Wind LLC,57409,IA,WNC,WT,WND,13667.955,5316.0
9797,58039,Axium Modesto Solar,Axium US Solar Holdings LLC,60898,CA,PACC,PV,SUN,157274.831,61170.0
9798,58040,United Stationers Supply Solar Electric,CVI CleanCapital Solar 4 LLC,63068,NJ,MAT,PV,SUN,10104.211,3930.0
9799,58041,Chisholm View Wind Project,Chisholm View Wind Project,57412,OK,WSC,WT,WND,2530125.923,984059.0
9800,58042,Black Mountain Solar LLC,Black Mountain Solar LLC,57413,AZ,MTN,PV,SUN,52798.219,20535.0
9801,58043,Lilly Technical Center,Eli Lilly and Company,57414,IN,ENC,IC,DFO,59.2,0.0
9802,58044,"Anchor Wind, LLC","Acciona Energy USA Global, LLC",57416,IA,WNC,WT,WND,45421.327,17666.0
9803,58045,Community Wind South,Greenbacker Renewable Energy Corporation,60025,MN,WNC,WT,WND,185099.292,71992.0
9804,58046,Works 53,PPG Ind Fiber Glass Prdcts Inc,57422,NC,SAT,IC,DFO,16.119,3.0
9805,58047,PPG Monroeville Chemicals Center,PPG Monroeville Chemicals Center,57423,PA,MAT,IC,DFO,5.568,1.0
9806,58048,BayWa r.e Mozart LLC,BayWa r.e Wind LLC,57421,TX,WSC,WT,WND,167554.299,65168.0
9807,58049,Jordache Enterprises Solar,Jordache Enterprises,57420,NJ,MAT,PV,SUN,3815.492,1484.01
9808,58051,Vitro Architectural Glass (PA),Vitro Architectural Glass (PA),57425,PA,MAT,IC,DFO,293.95,90.16
9809,58052,Battle Creek Mill,RockTenn-Battle Creek Mill,57427,MI,ENC,ST,DFO,0.0,0.0
9810,58052,Battle Creek Mill,RockTenn-Battle Creek Mill,57427,MI,ENC,ST,NG,806.825,3773.0
9811,58053,Vitro Flat Glass LLC,Vitro Flat Glass LLC,60608,CA,PACC,IC,DFO,0.0,0.0
9812,58054,Burgess BioPower,"Berlin Station, LLC",57430,NH,NEW,ST,DFO,1747.876,439.311
9813,58054,Burgess BioPower,"Berlin Station, LLC",57430,NH,NEW,ST,WDS,2029592.48,514293.69
9814,58056,"Irwindale Brew Yard, LLC","Irwindale Brew Yard, LLC",63952,CA,PACC,GT,NG,3560.52,916.0
9815,58056,"Irwindale Brew Yard, LLC","Irwindale Brew Yard, LLC",63952,CA,PACC,IC,OBG,6419.722,1340.0
9816,58056,"Irwindale Brew Yard, LLC","Irwindale Brew Yard, LLC",63952,CA,PACC,PV,SUN,10103.918,3930.0
9817,58057,Molson Coors Shenandoah Brewery,Molson Coors Shenandoah Brewery,57436,VA,SAT,GT,OBG,11945.284,4118.0
9818,58061,Decatur-Morgan Co LFG Recovery Project,EDL Inc,55858,AL,ESC,IC,LFG,40255.363,12862.0
9819,58062,Imperial Valley Solar Company 1 LLC,Imperial Irrigation District,9216,CA,PACC,PV,SUN,110207.618,42864.0
9820,58063,SABIC Innovative Plastics Mt. Vernon,"SABIC IP Mt. Vernon, LLC",57440,IN,ENC,GT,BIT,0.0,0.0
9821,58063,SABIC Innovative Plastics Mt. Vernon,"SABIC IP Mt. Vernon, LLC",57440,IN,ENC,GT,NG,1667540.1,487124.2
9822,58064,Laredo Bus Facility Solar Canopies,MARTA,57441,GA,SAT,PV,SUN,4529.706,1762.0
9823,58065,Charlestown Wind Turbine,MWRA Charlestown,57443,MA,NEW,WT,WND,4275.907,1663.0
9824,58066,"PCA, Filer City Mill","PCA, Filer City Mill",57442,MI,ENC,ST,BIT,0.0,0.0
9825,58066,"PCA, Filer City Mill","PCA, Filer City Mill",57442,MI,ENC,ST,NG,284711.804,85099.623
9826,58066,"PCA, Filer City Mill","PCA, Filer City Mill",57442,MI,ENC,ST,OBG,2832.532,847.673
9827,58068,SunE CPS1 LLC,SunE CPS1 LLC,57419,TX,WSC,PV,SUN,42561.832,16554.0
9828,58069,PRSI FCC Generator,Pasadena Refining System Inc,57445,TX,WSC,ST,NG,0.0,0.0
9829,58069,PRSI FCC Generator,Pasadena Refining System Inc,57445,TX,WSC,ST,PC,297.174,115.43
9830,58069,PRSI FCC Generator,Pasadena Refining System Inc,57445,TX,WSC,ST,RFO,0.0,0.0
9831,58070,Mercer Mall,FRIT Solar Inc,57446,NJ,MAT,PV,SUN,4008.626,1559.0
9832,58071,Windwalkers LLC,Consolidated Edison Development Inc.,56769,IA,WNC,WT,WND,8592.258,3342.0
9833,58073,SEPV 1,CleanCapital,62060,CA,PACC,PV,SUN,10991.337,4275.0
9834,58074,SEPV 2,CleanCapital,62060,CA,PACC,PV,SUN,10157.843,3951.0
9835,58075,El Dorado Refinery,Frontier El Dorado Refinery LLC,57448,KS,WNC,GT,NG,289053.359,164304.84
9836,58076,Edwards Air Force Base,"Ahana Renewables, LLC",59622,CA,PACC,PV,SUN,6175.887,2402.0
9837,58078,Rocky Ridge Wind Project,Rocky Ridge Wind Project LLC,57451,OK,WSC,WT,WND,1513226.166,588549.0
9838,58079,Newark Energy Center,"Newark Energy Center, LLC",57457,NJ,MAT,CA,NG,159110.629,1535059.0
9839,58079,Newark Energy Center,"Newark Energy Center, LLC",57457,NJ,MAT,CT,NG,8359774.027,2699331.0
9840,58080,Wolf Ridge Wind,NextEra Wolf Ridge LLC,57460,TX,WSC,WT,WND,699445.468,272040.0
9841,58081,Western Sugar Coop- Ft Morgan,Western Sugar Cooperative,57315,CO,MTN,ST,NG,15303.292,11458.92
9842,58081,Western Sugar Coop- Ft Morgan,Western Sugar Cooperative,57315,CO,MTN,ST,SUB,0.0,0.0
9843,58082,AMP Napoleon Solar Facility,"American Mun Power-Ohio, Inc",40577,OH,ENC,PV,SUN,11462.01,4458.0
9844,58083,Fullerton Mill CHP,Kimberly-Clark Worldwide Inc,57463,CA,PACC,CA,NG,0.0,0.0
9845,58083,Fullerton Mill CHP,Kimberly-Clark Worldwide Inc,57463,CA,PACC,CT,NG,12401.009,7100.0
9846,58084,"Kimberly Clark-Unit 1,2,3",Kimberly-Clark Corporation,57464,CT,NEW,CA,NG,68.286,12066.0
9847,58084,"Kimberly Clark-Unit 1,2,3",Kimberly-Clark Corporation,57464,CT,NEW,CT,NG,171789.762,106892.0
9848,58084,"Kimberly Clark-Unit 1,2,3",Kimberly-Clark Corporation,57464,CT,NEW,GT,NG,163276.048,113477.0
9849,58086,Intel Folsom,Tesla Inc.,60947,CA,PACC,PV,SUN,3699.729,1439.0
9850,58088,Stony Creek Wind Farm NY,Invenergy Services LLC,49893,NY,MAT,WT,WND,724091.865,281626.0
9851,58089,Roeder Family Wind Farm LLC,Consolidated Edison Development Inc.,56769,IA,WNC,WT,WND,9500.192,3695.0
9852,58090,Middlesex Apple Orchard Solar,CVI CleanCapital Solar 4 LLC,63068,NJ,MAT,PV,SUN,18730.465,7285.0
9853,58091,Keystone Solar,"Keystone Solar, LLC",57465,PA,MAT,PV,SUN,18848.573,7331.0
9854,58093,BBB Corporate Headquarters,Bed Bath & Beyond,57474,NJ,MAT,PV,SUN,3625.582,1410.0
9855,58094,Christmas Tree Shops DC Burlington NJ,Bed Bath & Beyond,57474,NJ,MAT,PV,SUN,8021.648,3120.0
9856,58095,Harmon DC Totowa NJ,Bed Bath & Beyond,57474,NJ,MAT,PV,SUN,6471.302,2517.0
9857,58096,Bed Bath & Beyond DC Port Reading NJ,Bed Bath & Beyond,57474,NJ,MAT,PV,SUN,6610.511,2571.0
9858,58097,Green Meadows,"Altus Power America Management, LLC",60281,MA,NEW,PV,SUN,13503.25,5252.0
9859,58098,El Cabo Wind,Avangrid Renewables LLC,15399,NM,MTN,WT,WND,2769373.612,1077111.0
9860,58099,Montague Wind Power Facility LLC,Avangrid Renewables LLC,15399,OR,PACC,WT,WND,1515899.853,589589.0
9861,58100,Kern Oil & Refining Co,Kern Oil & Refining Co,57477,CA,PACC,GT,NG,139774.679,35049.0
9862,58101,Foundation Cemex River Plant,Foundation CA Fund VI Manager LLC,57476,CA,PACC,WT,WND,7545.701,2935.0
9863,58102,Foundation Cemex BMQ,Foundation CA Fund VI Manager LLC,57476,CA,PACC,WT,WND,8958.01,3484.0
9864,58103,Heritage Garden Wind Farm I LLC,DTE Sustainable Generation,64331,MI,ENC,WT,WND,184125.124,71613.0
9865,58104,Foundation Superior Farms,Foundation CA Fund VI Manager LLC,57476,CA,PACC,WT,WND,3432.741,1335.0
9866,58105,Foundation Wal-Mart Red Bluff,Foundation CA Fund VI Manager LLC,57476,CA,PACC,WT,WND,4512.122,1755.0
9867,58106,Meadow Creek Project Company,Ridgeline Energy LLC,57075,ID,MTN,WT,WND,928022.439,360942.0
9868,58108,International Paper Red River Mill,Red River Mill Intl Paper Company,57481,LA,WSC,ST,BLQ,385187.117,199367.18
9869,58108,International Paper Red River Mill,Red River Mill Intl Paper Company,57481,LA,WSC,ST,NG,96352.39,50270.596
9870,58108,International Paper Red River Mill,Red River Mill Intl Paper Company,57481,LA,WSC,ST,WDS,255209.805,131736.22
9871,58109,Georgia-Pacific Toledo Mill,Georgia-Pacific Toledo LLC,57492,OR,PACC,ST,BLQ,76806.015,0.0
9872,58109,Georgia-Pacific Toledo Mill,Georgia-Pacific Toledo LLC,57492,OR,PACC,ST,NG,54151.914,0.0
9873,58110,Brookside Newark,"Diamond State Generation Partners, LLC",57485,DE,SAT,FC,NG,41343.829,21479.0
